"region_id","state","wetland","barren","elevatn","dst_t_c","barrier","land_acres","med_hhincome_p","mean_price","pop_density","urban_population_mean","LCV_1982","total_revenue","property_tax","reliance"
"122534",12,0.802500002086163,0.00249999994412075,4.2217658836557,102.614988990584,0,63.5621343025282,28846.4436856204,279600,0.977999590735456,1603910.5,24,2553462.5,755396.666666667,0.300453171282054
"122574",12,0.949942857537951,0.0144571428745985,-1.46482662487168,166.778842830502,0,3576.1224897386,21389,NA,0.000362799747059668,0,60,2553462.5,755396.666666667,0.300453171282054
"122618",12,0.0891999989002943,0.186800000891089,2.8313780323422,662.465916664853,0,550.572397306727,10988.5831443081,68380.6666666667,0.132671390394125,0,60,2553462.5,755396.666666667,0.300453171282054
"122650",12,0.448750004870817,0.00499999988824125,-0.495463910447933,61.7015204455653,0,153.730517574846,25546.5978710716,266838.461538462,0.137939807332464,1571087,42,2553462.5,755396.666666667,0.300453171282054
"122692",12,0.949140271989468,0.0128506786565031,-0.92052517547097,173.035121777448,0,4331.98956576645,21631.1232199439,263107.538461538,0.0225210933593128,0,60,2553462.5,755396.666666667,0.300453171282054
"122713",12,0.0163636365058747,0.0163636361672119,0.431319093520002,84.9797560484679,1,60.3483136235472,37678.9923344392,914662.321428571,2.41353128356961,0,31,2553462.5,755396.666666667,0.300453171282054
"122721",12,0.61846153695996,0.179230770669304,-2.9170986453061,285.701170362197,0,287.076603472671,27902,87555.5555555556,0.0510446961354931,0,60,2553462.5,755396.666666667,0.300453171282054
"122867",12,0.327575753414721,0.037272726947611,2.16522344207619,88.2242698377997,0,517.622232022446,39736.6339246718,507770.076115486,4.61073025692695,904565.242424242,31,2553462.5,755396.666666667,0.300453171282054
"122893",12,0.918313252997686,0.000481927700071458,0.497964407013049,349.739217774767,0,1686.70815513902,661.728410150916,153564.84375,0.0917552419193303,586478.34939759,14,2553462.5,755396.666666667,0.300453171282054
"122903",12,0.274230770050333,0.0761538455979182,2.33110248133204,124.77614172291,0,192.704525309529,34545,189663.636363636,0.0213568358111089,56460.4615384615,60,2553462.5,755396.666666667,0.300453171282054
"122917",12,0.541818179246603,0,10.9913621327747,340.860538891344,0,730.332682041649,23338.7210771293,160713.555555556,0.352857824808518,1641051,42,2553462.5,755396.666666667,0.300453171282054
"122961",12,0.0276470587534062,0.36470588165171,0,104.261770813223,0,162.536473448841,34545,274257.142857143,0.123919745687307,0,60,2553462.5,755396.666666667,0.300453171282054
"122962",12,0.820754719230364,0.010566037534824,-4.16330131764787,119.309758962012,0,766.302181706018,24172.531644445,201634.538043478,0.652583901002679,1371755.50943396,42,2553462.5,755396.666666667,0.300453171282054
"122973",12,0.028999999910593,0.560000003874302,32.9274407033989,470.114053865703,0,205.510096280893,24310,NA,0.00683374464875312,369518,62,2553462.5,755396.666666667,0.300453171282054
"123019",12,0.971440678430816,0.0165536723252239,-9.14383477249658,133.844856186615,0,6793.1369302736,19565.9102638266,NA,0.000870264888360734,0,60,2553462.5,755396.666666667,0.300453171282054
"123021",12,0.614062499254942,0.00781249994179241,1.60708378863735,83.8985927426628,0,605.632079017835,27978.3693395447,447855.091954023,1.76190708461641,1630452.96875,31,2553462.5,755396.666666667,0.300453171282054
"123024",12,0.875737706168753,0.0490163936600333,-1.37562841128921,357.946199871091,0,1251.97982110167,27902,146421.5,0.0195186277376391,0,60,2553462.5,755396.666666667,0.300453171282054
"123055",12,0.63520000398159,0.0139999999105931,-0.516162023530713,117.390228576389,0,369.720198463239,29167,NA,1.0102381126336e-05,0,42,2553462.5,755396.666666667,0.300453171282054
"123076",12,0.698055554595259,0,-2.8147979516557,91.1820867004853,0,590.29993043263,22935.3228750708,138176.470588235,0.0350486448869905,1571087,42,2553462.5,755396.666666667,0.300453171282054
"123084",12,0.30441860638039,0.0313953485686419,-3.26047980948259,102.355662213938,0,302.299735074194,20320.3762290114,NA,0.0159089822260629,0,60,2553462.5,755396.666666667,0.300453171282054
"123100",12,0.867900001108646,0.0012999999895692,1.16028425578528,194.680502194055,0,1990.8306541804,25980.6005451044,62333.8235294118,0.0615526549611566,438386.28,14,2553462.5,755396.666666667,0.300453171282054
"123125",12,0.0675438596425872,0.0036842105093233,-2.28636452430575,124.875130686711,0,377.381912076492,30524.5050884171,2100219.34951456,0.45011498933446,1713965.01754386,24,2553462.5,755396.666666667,0.300453171282054
"123153",12,0.970921788718447,0.00511173185939229,-5.18729651549998,120.183748670687,0,6983.6122763008,32587.2115988374,NA,0.00074544349689693,159007.519553073,60,2553462.5,755396.666666667,0.300453171282054
"123184",12,0.414499998930842,0.0029999999329449,-4.21957043402422,134.452398975974,0,74.7411718773388,67481,1659646.7260274,0.00611045410309584,1800437.4,24,2553462.5,755396.666666667,0.300453171282054
"123232",12,0.821800001561642,0.0003999999910593,-0.109426298936995,262.035129174087,0,1038.23676221303,20820.6330800654,135555.555555556,0.0599198107453701,0,60,2553462.5,755396.666666667,0.300453171282054
"123243",12,0,0.726666659116745,0,148.051794077371,0,461.015381278906,28586,NA,0.00171728261374662,277451,51,2553462.5,755396.666666667,0.300453171282054
"123269",12,0.909965399536707,0.00214532871688733,-3.6994288694491,280.176410427156,0,6141.91220440776,15494,16000,0.00553996748577114,0,60,2553462.5,755396.666666667,0.300453171282054
"123289",12,0.978888889153798,0.000105820103454847,-6.69943128495499,531.136483959489,0,4147.74824693423,21112.3175880699,189491.891891892,0.00117782568192293,0,60,2553462.5,755396.666666667,0.300453171282054
"123339",12,0.619999999801318,0,0.467941722437639,692.472192506313,0,263.341425785162,27577.5670407768,236855.096153846,15.443470926241,1939895.5,14,2553462.5,755396.666666667,0.300453171282054
"123350",12,0.876100629005792,0.000251572321420956,-0.881579122472533,94.8330253123057,0,2961.9661547326,33781.826787389,190537.064516129,0.323875370094168,435779.830188679,14,2553462.5,755396.666666667,0.300453171282054
"123363",12,0.958351649425842,0.00538461532566575,4.34157310871792,361.015996701421,0,2009.81705205866,21406,235050,0.00636757540615483,0,60,2553462.5,755396.666666667,0.300453171282054
"123382",12,0.785277779317564,0.00291666665321426,-0.601027007701668,127.192738949239,0,1396.73780485146,33935.6389075834,524472.583333333,0.596977136901596,1748247.54166667,31,2553462.5,755396.666666667,0.300453171282054
"123391",12,0.118666666746139,0.00133333330353103,0,181.070370768176,0,575.42739745063,32543.1196666431,295454.323453608,0.933274438328396,277451,51,2553462.5,755396.666666667,0.300453171282054
"123396",12,0.700833335518837,0.0208333332557231,-4.56886974273771,99.6942528912088,0,767.98017111887,58188.6666666667,NA,0,71359.75,60,2553462.5,755396.666666667,0.300453171282054
"123397",12,0.925719425296612,0.0443884890941943,-1.87660143094232,159.391006588511,0,5404.10531796477,14728,NA,0.00305707546645831,0,60,2553462.5,755396.666666667,0.300453171282054
"123427",12,0.332307694336543,0.0192307689442085,1.30165051215924,291.609802576968,0,274.644306653437,22051,NA,0.016118090218612,80152,51,2553462.5,755396.666666667,0.300453171282054
"123453",12,0.912008733598426,8.73362425893712e-05,-0.571074833655842,256.013706647821,0,4515.08838660969,26770.9936120377,304558.403508772,0.0591106376078511,553379.895196507,14,2553462.5,755396.666666667,0.300453171282054
"123464",12,0.635869562463916,0.0510869562706869,0.0357662056816146,157.599276914631,0,771.032646662001,14627.5670576222,141129.46875,0.0440726590232436,123255,51,2553462.5,755396.666666667,0.300453171282054
"123480",12,0.676111110796531,0.0244444438980686,-3.93599026750002,118.795233966328,0,379.765459407744,29450.8354852586,192204.361702128,0.365746721358454,99677.1111111111,60,2553462.5,755396.666666667,0.300453171282054
"123483",12,0.0974074073687748,0.0307407410884345,0.125593911550409,122.952205450189,0,214.609961942898,24217.317077673,55000,0.51840669877347,79511.8518518519,51,2553462.5,755396.666666667,0.300453171282054
"123544",12,0.362400000989437,0.0815999992191791,1.6014851544307,586.208526698548,0,554.213564561748,126970,230871.428571429,0.00187985751007384,52194.56,60,2553462.5,755396.666666667,0.300453171282054
"123560",12,0.908415840403868,0.000693069291439396,-3.78044828824739,121.808316892206,0,1955.11145751056,38294.9177281997,304985.131147541,0.68208937866543,1683907.77227723,62,2553462.5,755396.666666667,0.300453171282054
"123630",12,0,0.779999971389771,0,48.9000473022461,0,11.830523069302,16541.8789189461,NA,54.0649113600152,71035,34,2553462.5,755396.666666667,0.300453171282054
"123633",12,0,0.759999990463257,4.58190202713013,28.5326881408691,0,10.9671085585309,26082.6666666667,NA,18.2915542099864,71035,34,2553462.5,755396.666666667,0.300453171282054
"123635",12,0,0.75,0,6.26970958709717,0,7.83614078714915,26767,5500000,58.8375296298779,316105,34,2553462.5,755396.666666667,0.300453171282054
"12394",12,0.095000000670552,0.817499995231629,0,89.9614435544192,0,14.229768846202,11685,287500,1.00997236541771,0,60,2553462.5,755396.666666667,0.300453171282054
"124237",12,0,0.720000008742014,0.206405532280339,61.2071938243546,0,52.6403768092095,41136.0599649089,874965.384615385,1.05326170554139,639544,46,2553462.5,755396.666666667,0.300453171282054
"125543",12,0.909666666388512,0,-0.512463757549601,243.604148720052,0,1182.472336577,28609,NA,0,2991138.33333333,69,2553462.5,755396.666666667,0.300453171282054
"125553",12,0.159523809905208,0.181666666153996,0.236986888433029,81.5562925907631,0,730.298668742739,26911.7323324187,487757.080675422,0.578983548116832,505744.452380952,34,2553462.5,755396.666666667,0.300453171282054
"125788",12,0.262105263312135,0.00631578936519333,-3.34375040045662,51.7333826906815,0,411.412653703052,22594.9823047149,492622.651162791,0.313553203516003,256327.631578947,34,2553462.5,755396.666666667,0.300453171282054
"125846",12,0.144375001313165,0,-4.37798961691413,86.1948149604877,0,80.4327305614725,72257.0355596714,1549772.675,1.69798841742428,3010478.375,62,2553462.5,755396.666666667,0.300453171282054
"125872",12,0.844266668558121,0.00186666662494343,0.871447197604068,244.150090786754,0,1260.71513397025,49007.5596318458,938868.5,0.193959164272123,227925.133333333,71,2553462.5,755396.666666667,0.300453171282054
"125883",12,0.238749998970888,0,-3.59597579509387,65.3544477312606,0,100.224109847255,43537.3913083591,1026620.24489796,0.529804653284519,2419882.5625,14,2553462.5,755396.666666667,0.300453171282054
"12607",12,0.447142850075449,0.502857135874885,-2.07708752378036,119.293590066216,0,68.7740182584551,32270,NA,0.000276465377968846,139806.857142857,60,2553462.5,755396.666666667,0.300453171282054
"126240",12,0.986813880479674,0,1.49038362315769,230.65876893183,0,6739.93838650796,9375,NA,0,304849.43533123,69,2553462.5,755396.666666667,0.300453171282054
"126300",12,0.406818177212368,0,0.0956735584417184,39.6837073377509,0,170.823508480503,47981.0026679565,502188.888888889,0,416172.954545455,71,2553462.5,755396.666666667,0.300453171282054
"126377",12,0.032857142921005,0,0,140.420776401084,0,19.425082220609,21135,439638.75,0.00260902606978216,2213085.85714286,71,2553462.5,755396.666666667,0.300453171282054
"126487",12,0.930888891220093,0.00177777773804133,-0.501552257830941,94.3573522047258,0,848.309989647747,32574,696300,0.0679984023310326,275028.177777778,46,2553462.5,755396.666666667,0.300453171282054
"126546",12,0.210714285528021,0,0.266891739086077,76.5600298106527,1,213.424729296294,35146.9194531771,302820.921052632,1.15374709068948,492845.714285714,69,2553462.5,755396.666666667,0.300453171282054
"126764",12,0.274444442966746,0.0427777780633834,0.716848105489404,124.794339014139,0,232.883824815812,35660.4590665673,316744.74691358,0.803386899081252,3060644.66666667,14,2553462.5,755396.666666667,0.300453171282054
"126773",12,0.92298507853527,0,0.785600332079485,344.671937067998,0,3632.23135090066,0,NA,0.000739805864915645,401609.417910448,71,2553462.5,755396.666666667,0.300453171282054
"126816",12,0.674999991897494,0.0299999990966171,-0.7325384970904,100.065048807968,0,151.74815274355,34375,408169.677419355,4.63854307158149,1105063,34,2553462.5,755396.666666667,0.300453171282054
"126837",12,0.969067164877457,0,1.6296053801586,466.882725637877,0,5823.40295206362,13271.0574080799,NA,0.000452987285073033,2291414.11940299,69,2553462.5,755396.666666667,0.300453171282054
"126843",12,0.987298245388165,0,-2.23277443634375,726.071726957277,0,6132.13730558275,26351.9977245443,NA,0.0335789513659672,498844.396491228,14,2553462.5,755396.666666667,0.300453171282054
"126860",12,0.210357142944953,0.0675000004204256,4.02638004302384,352.111969842342,0,1182.82729587588,0,NA,0,342216.803571429,71,2553462.5,755396.666666667,0.300453171282054
"126861",12,0.770833333954215,0.000972222226361444,0.284738456730614,156.708604394732,0,1165.55813352458,40270.7709594648,934191.824817518,0.652003800684964,2789475.47222222,14,2553462.5,755396.666666667,0.300453171282054
"126887",12,0.561923076398671,0.00192307688009281,1.04861785989894,134.764042173722,0,391.264570846652,0,NA,0,446944.692307692,71,2553462.5,755396.666666667,0.300453171282054
"126918",12,0.28257142651294,0.00714285708963877,1.17676276415853,226.389525493255,0,600.020756833693,31882.2667556323,233524.271428571,0.20483081953179,2641316.71428571,71,2553462.5,755396.666666667,0.300453171282054
"127022",12,0.658846154808998,0.00576923056863819,1.11521617566074,128.147372483144,0,384.88140841803,47557.5277227673,484125.279279279,0.276996393140662,2472263.57692308,14,2553462.5,755396.666666667,0.300453171282054
"127090",12,0.0296573208321973,0.0027102803500023,4.17012111485206,178.30501744157,0,20896.2707760933,28883.6227511277,566594.186575053,6.05467715776272,3006378.30425753,62,2553462.5,755396.666666667,0.300453171282054
"131241",13,0.610000014305115,0.009999999776483,0,83.5807244029022,0,13.4047283136875,47000,NA,0,191539,52,1043180.66666667,380075.5,0.370797763156497
"131829",13,0.996666669845581,0,0,156.651653010662,0,65.6378176718566,46135,NA,0.0269881283397062,192601,52,1043180.66666667,380075.5,0.370797763156497
"132065",13,0,0.0400000009685757,0,66.3446301104451,0,0,68581,NA,0.370738167194347,192601,52,1043180.66666667,380075.5,0.370797763156497
"134741",13,0.504999995231629,0.110000001266598,0,67.263759781262,0,20.291985274858,35708,NA,0.00691271311254936,192601,52,1043180.66666667,380075.5,0.370797763156497
"134852",13,0.525999993085861,0.0019999999552966,1.24331597742203,54.8231280280033,0,56.0260082544751,32650.3231426355,NA,0.812890210362257,192601,52,1043180.66666667,380075.5,0.370797763156497
"136250",13,0.153750001220033,0.0112499999813735,0.212000369638937,111.020327932288,0,36.630578653428,21833,NA,0,192601,52,1043180.66666667,380075.5,0.370797763156497
"136438",13,0.939634149394384,0.000121951216786378,0.00783414361639656,172.56311579864,0,1647.14458355657,18649,NA,0.0147642990269177,43513.4024390244,52,1043180.66666667,380075.5,0.370797763156497
"13970",13,0.419999986886978,0.400000005960464,0,46.917655964137,0,11.5994070638936,26023,NA,0.00920288231202867,1062,52,1043180.66666667,380075.5,0.370797763156497
"2211807",22,0.0599999986588955,0.930000007152557,-1.21557516545596,76.4213916028359,0,3.11265291812301,27904,NA,0.000135059663050496,88244,42,988280.833333333,170607.166666667,0.174664077179427
"2218789",22,0.0508333335941037,0.939166670044263,0.297990241293764,78.6256693580995,0,104.050169906603,27904,NA,0,88244,42,988280.833333333,170607.166666667,0.174664077179427
"2219707",22,0.388749998062849,0.598749991506338,-1.71828564077082,117.005010815207,0,121.819938246966,23750,NA,0,385577,NA,988280.833333333,170607.166666667,0.174664077179427
"2219824",22,0.0439130434685427,0.941739139349564,-0.167130422221869,148.328756169088,0,149.671597238353,27904,NA,0,251463.260869565,42,988280.833333333,170607.166666667,0.174664077179427
"2222603",22,0.123333333681027,0.846666663885116,-1.3832703148955,98.8696803264143,0,23.8127977798909,27904,NA,0,88244,42,988280.833333333,170607.166666667,0.174664077179427
"2225012",22,0.036666665536662,0.854999989271164,2.25854586875138,113.628234273237,0,8.67164695009726,25781,NA,0,101020,57,988280.833333333,170607.166666667,0.174664077179427
"2225292",22,0.0190909084948626,0.89727273312482,2.69961512202418,285.573182012223,0,20.4297827422336,25781,NA,0,151530,57,988280.833333333,170607.166666667,0.174664077179427
"2225509",22,0.302499994635582,0.339999996125698,0,104.170922981542,0,27.8220063718247,27904,NA,0,385577,42,988280.833333333,170607.166666667,0.174664077179427
"2229889",22,0.0813043481953766,0.886521746282992,-0.493175937709056,163.898534404911,0,389.604896287055,27904,NA,0,88244,42,988280.833333333,170607.166666667,0.174664077179427
"2230734",22,0.954374998807907,0,0.295530512138227,190.031379204947,0,709.918597745063,25781,NA,0.00187107414739572,18941.25,57,988280.833333333,170607.166666667,0.174664077179427
"2230840",22,0.965777775976393,0.000222222217255178,1.36057663509328,185.24715940185,0,919.285278840734,19774.6666666667,NA,0,43775.3333333333,42,988280.833333333,170607.166666667,0.174664077179427
"226673",22,0.300000011920929,0.509999990463257,1.38481040347267,17.7433825738575,0,13.581771895189,23750,NA,0,0,42,988280.833333333,170607.166666667,0.174664077179427
"229893",22,0.070000000298023,0.929999977350235,-0.553820398863221,160.738272191287,0,43.340792033097,11950,NA,0,151530,42,988280.833333333,170607.166666667,0.174664077179427
"231008",23,0.389999985694885,0.600000023841858,-2.66891279174244,20.535718011593,0,10.0095033738576,16758,NA,0.115177090966653,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"2310182",23,0.0300000002607702,0.952500000596046,0,224.438090421485,0,2.94171428770776,23269,NA,0.305556028879019,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"231025",23,0.119999997317791,0.649999976158142,0,69.4774838525816,0,4.26736080929557,16758,NA,0.0344642382999216,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"2310320",23,0.17000000178814,0.694999992847443,0,152.3275564993,0,8.45971793381712,16758,NA,0.0478588775549689,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"231037",23,0.270000010728836,0.569999992847443,0,43.1434783935547,0,9.62663572716218,13304,NA,0.482211880388429,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"231040",23,0.009999999776483,0.980000019073486,0,125.666095001832,0,0.854693152076362,16758,NA,0.0344642382898787,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"231042",23,0.119999997317791,0.639999985694885,0,74.1283213972975,0,7.96696116756898,17028,NA,0.185754328282326,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"2310585",23,0.0099999997764825,0.939999997615814,0,176.752102546785,0,0.9576051846733,26719,NA,0.0203578984900424,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"2310680",23,0.006666666517655,0.87666666507721,-0.164606552752342,43.9030753824539,0,5.06536512985665,25547,NA,0.752073825219842,0,76,23831.1666666667,13505.3333333333,0.565583136404806
"2310756",23,0.285000011324883,0.549999982118607,-1.66993840520799,81.9801486672456,0,20.0033083020648,16452,NA,0.32160069642483,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"2310919",23,0.240000002086163,0.670000016689301,0.820993835624734,73.9663981830809,0,15.6914685634265,24412,NA,0.0838454462833819,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"231095",23,0,0.939999997615814,0,204.835492134677,0,0,16758,NA,0.114575311037768,0,NA,23831.1666666667,13505.3333333333,0.565583136404806
"2311028",23,0.0859999999403952,0.838000011444092,0,180.821962917582,0,13.0009294061249,15938,NA,0.187534728883775,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"2311087",23,0.214999996125698,0.680000007152557,0.205927616804252,102.591410957019,0,10.9208853574492,24412,NA,0.00754355719178899,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"2311112",23,0.193333327770233,0.706666668256124,1.60096599264366,79.0533885855663,0,20.3478019705038,24412,NA,0.0796224813558515,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"2311153",23,0.244999997317791,0.169999994337558,0,63.4974440406409,0,26.2556503502643,32100,NA,0.0676982492788378,78442,76,23831.1666666667,13505.3333333333,0.565583136404806
"2311282",23,0.889999985694885,0.00999999977648267,-3.1234870191268,132.212781953619,0,61.1079439658518,17026.6680347101,NA,1.54896631547343,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"2311475",23,0.234999991953373,0.659999996423722,-2.12086243448679,25.8898902531777,0,15.6539667210395,16740,NA,0.387784186693545,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"2311500",23,0.0200000001117588,0.964000004529953,-0.855161600015314,188.911775259675,0,5.34706501569412,17709.5854411728,NA,0.0201019059566406,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"2311512",23,0.200000002980232,0.479999989271164,2.77002739914712,35.0590931221082,0,9.71908212932557,16758,NA,0.13109671725203,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"2311537",23,0.0549999997019765,0.609999984502792,-7.59410894185547,26.2444286493464,0,8.90363509137513,47460,NA,0.5170512819179,132454,76,23831.1666666667,13505.3333333333,0.565583136404806
"2311653",23,0.284999996423722,0.290000006556511,0,83.0730339807477,0,19.8428353020831,17028,NA,0.028086159396102,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"2311706",23,0.0240000002086162,0,2.12285962468266,252.517213001084,0,111.179880639485,20458,NA,0,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"2312102",23,0.0849999990314245,0.25,-0.750862672147237,58.8465814819722,0,15.6295469166945,39779,NA,3.34400562100476,128036,76,23831.1666666667,13505.3333333333,0.565583136404806
"2312177",23,0.0850000008940695,0.834999978542327,0,77.5797049046797,0,7.16982898287736,23269,NA,0.260690872781297,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"2312284",23,0.280000001192093,0.640000015497208,0,80.9444252143339,0,16.3499311448731,17303,NA,0.260423974344706,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"2312367",23,0.115000002086163,0.044999999925494,0,59.8653232252406,1,34.6944370232142,24375,NA,0.39494821521353,0,76,23831.1666666667,13505.3333333333,0.565583136404806
"2312447",23,0.199999998013178,0.646666665871938,-1.6659925136837,67.2031101141803,0,24.3770696874352,17028,NA,0.0484130939453862,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"231249",23,0.070000000298023,0.829999983310699,0.746443196081962,47.1722755584008,0,6.48433018947733,17028,NA,0.285540372925661,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"2312618",23,0.245000004768372,0.560000002384186,0,132.495700570907,0,16.7624514111303,13854,NA,0.30411127440958,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"2312661",23,0.140000000596047,0.739999979734421,-0.513231798928611,71.1075255910993,0,8.564374238153,56386,NA,1.96045640840515,78442,76,23831.1666666667,13505.3333333333,0.565583136404806
"2312676",23,0.094999998807907,0.784999996423721,0,89.0954518738983,0,7.28756732525521,17303,NA,0.884083669998873,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"231284",23,0.46000000834465,0.310000002384186,5.53173974245212,49.2110885240421,0,14.9457923950334,17028,NA,0.723528029365666,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"2313084",23,0.139999998733401,0.689999997615814,-1.61200536600271,39.2347403853022,0,7.2378555806957,16758,NA,0.88367410162658,0,61,23831.1666666667,13505.3333333333,0.565583136404806
"2313088",23,0.0339999999850988,0.95,-0.445746370179547,191.52357978889,0,8.3350025044835,16493.8111358684,NA,0.00755924820713372,0,61,23831.1666666667,13505.3333333333,0.565583136404806
