region_id,develpd,croplnd,grssshr,treecvr,water,wetland,snowice,barren,elevatn,dst_t_c,in_cbrs,lon_nad,lat_nad,n_pixels,max_developed,min_dist_coast,paved_road_density,bridge_density,state,region_NorthAtlantic,region_SouthAtlantic,region_GulfCoast,distance,weights,subclass,female_p,race_white_p,race_black_p,hispanic_p,ed_ba_grad_p,med_hhincome_p,per_cap_income_p,below_pov_p,employed_p,unemployed_p,pop_bg,pop_all,area_acre,pop_density,pct_protected_1982,urban_population_mean,overlap_weights,barrier,barrier_type,total_area,buildings_area,n_buildings,buildings_density,n_buildings_acre,mean_price,mean_price_acre,mean_log_price,mean_log_price_acre,acres,nsales,X,TotalAssessedValue_SUM,LandAssessedValue_SUM,ImprovementAssessedValue_SUM,TaxAmount_SUM,PropertyCount_SUM,pre1982_SUM,LotSizeAcres_MEAN,NoOfBuildings_MEAN,YearBuilt_MEAN,EffectiveYearBuilt_MEAN,YearRemodeled_MEAN,NoOfStories_MEAN,TotalRooms_MEAN,TotalBedrooms_MEAN,Heat_MEAN,AC_MEAN,sqfeet_MEAN,treated,land_acres,white_acs,black_acs,hisp_acs,bagrad_acs,med_hh_inc_acs,own_occup_acs,rent_occup_acs,occupied_acs,med_rent_acs,med_rent_inc_pct_acs,developed_2018,nsales_acre,TotalAssessedValue_acre,LandAssessedValue_acre,ImprovementAssessedValue_acre,log_TotalAssessedValue_acre,log_LandAssessedValue_acre,log_ImprovementAssessedValue_acre,TaxAmount_acre,PropertyCount_acre,region,ztrax_weights
1267,0.15586207057724,0.0112643679282789,0.0234482762157575,0.228965516084398,0.438735630705781,0.0916091953457772,0,0.0501149426075233,1.31440543010403,146.292518201667,0,-87.5228470956794,30.3228903932566,87,0.689999997615814,24.6752212145569,8.00421954692325e-4,0,1,0,0,1,0.1109034485248,0.999999999999998,133,0.4907246631132,0.990419652766827,5.86565624472108e-4,0.00744056781922973,0.120182681323609,28629.9428109812,14099.0667328198,0.0679867613567334,0.488835140080576,0.0214022249071816,383.460920542479,330.418824404478,1934.82558270307,0.170774475672822,0.00541567421039746,174067,0.0043684267154663284,0,NA,15659985.5721108,135747.233728534,685,0.00866841371618434,0.177017985568064,705610,1412859.98635843,12.2129583812346,12.8968064807844,2.12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021.61123613342,0.966883658106363,0.0011111853672773969,0.005117781755420253,0.26289718572801873,77519.62048961443,0.3838233040829952,0.08869266611919417,0.47251597020218933,1258.795565395709,22.96304021947398,0.372422159320663,0.0068519215063584295,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1289,0.265416665817611,8.33333314706917e-4,0.0297916666604579,0.0822916675436621,0.339583330477277,0.274999999751647,0,0.00708333325261871,-0.0667587589679357,113.296436482033,0,-88.1225993103642,30.4439030078096,48,0.899999976158142,13.9007231983673,2.16565183746662e-4,0,1,0,0,1,0.307327853386898,0.999999999999998,110,0.492615743635525,0.897318396287138,0.0918070525147761,0.0142811212238802,0.08412052284636,23321.8716652645,10214.4731936334,0.120166115867948,0.406994893514806,0.0396748320137801,343.711605072021,343.711605072021,1067.48997665456,0.321981107634556,0.041982738979691,373043,0.001797270489564522,0,NA,8639991.3024415,79306.002823762,365,0.00917894475210312,0.170961271637229,255751.720930233,839460.779359284,11.7174433638471,11.7336913316658,1.44937209302326,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656.625863305495,0.9106038292279617,0.06705983584098087,0.009086331241988944,0.22177551570291473,95851.30932535267,0.8275436291281373,0.07739436044264635,0.9049379895707836,823,42.62495267160948,0.374647887323944,0.06548630263135745,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
1294,0.137499999539513,4.16666657353458e-4,0.00763888882162674,0.0351388893193669,0.366666666206179,0.33402777569265,0,0.118611110270851,1.49385452076931,122.682963027825,0,-87.9268187386442,30.6710983529052,72,0.800000011920929,24.2648954483949,0,0,1,0,0,1,0.784635154702583,0.999999999999998,150,0.507946263970954,0.797501813866922,0.196842846035439,0.00346596002053933,0.0732376457447107,27782.599599951,12200.2520602395,0.159964274414281,0.43098430268939,0.0374454390233671,171.646599903703,245.362208545208,1601.23496491993,0.153233106896012,0.566223424165478,321722,6.47117447123305e-4,0,NA,6479994.4608589,27136.0759612536,82,0.0041876696230473,0.0512103092069643,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,844.429857164491,0.8180230187335036,0.003394119029699038,0.04238716676621603,0.35966421514016783,106349.01968530708,0.5943135218534912,0.30257405338224336,0.8968875752357346,NA,35.5,0.23794916739702,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
Q01,0.110650887448319,5.91715963105478e-5,0.0162721893270693,0.0266863902777257,0.105798816936609,0.653076923072074,0,0.0874556213308721,0.33439373287534,343.964609491812,1,-87.9256566686581,30.2424294717744,169,0.870000004768372,26.4533083380934,5.66742190210972e-4,0,1,0,0,1,0.934213822889692,1,48,0.517997517583782,0.992966487381051,0.00248241621845263,0.00537856847331403,0.128258171286719,27049,13530,0.132395531650807,0.408357467935457,0.0177906495655772,73.5506365150213,71.8140940851863,6354.66647334364,0.0113010013013948,0.344289156726961,19504.0828402367,0.007035116620427875,1,cape,24698056.8252564,100491.471178439,364,0.00406880071130437,0.0596426289898905,132425,161270.016230572,11.469903707336501,10.7930754038929,6.60375,8,353,71357720,0,0,1640803.03,2005,9,19.8444,1.01400862068966,1994.44885883347,1992.4848812095,NA,2.34615384615385,6.59139784946237,2.68177697189483,0.850872817955112,0.850872817955112,7061.27166666667,1,3293.528664635,0.9923145227083772,0,0.02792586554268479,0.28315051567795574,55940.85266196843,0.1329556437990281,0.054059323229169086,0.18701496702819717,1118.7343314751417,32.10661755497557,0.155641272902604,0.0024290057305108004,21666.038849523145,0,0,10.676648464706513,0,0,498.18999531368564,0.6087695612092694,3,0.014558304969183177
Q02,0.0380603446271913,0,0.0316810344891815,0,0.387801722462835,0.0862499993326592,0,0.456206896053306,0,66.4291237652546,1,-88.2443569147453,30.2391447814728,58,0.189999997615814,3.49831700325012,0,0.662573018872506,1,0,0,1,0.267913914927526,1,49,0.484783828697261,0.984450830458736,0,0.00562705416512195,0.143354217651373,28894.9827426802,16171.4267353071,0.0865602818899002,0.461310533211006,0.0213257648807445,103.952918887138,47.9564086366445,11631.2837404151,0.00412305380101862,0.00193651880563759,364521.172413793,1.283325309393554e-4,1,barrier,83480883.9126774,83.9035180299543,2,1.00506264545209e-6,9.69529743895164e-5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952.578193521715,0.982994360644405,0.001359229838762608,0.026198251533481858,0.2757052793270457,69482.6471775526,0.34304855893088043,0.024568314456662847,0.3676168733875433,1090.6421304013575,19.124861423157622,0.093906966586591,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
94363,0,0,0,0,0.810000002384186,0.189999997615814,0,0,0.745164572805955,98.9069306793202,0,-72.3615005023781,41.292010611561,1,0,98.9069306793202,0,0,9,1,0,0,0.00271225660263449,0.999999999999998,57,0.575903614457831,0.973493975903614,0.0144578313253012,0.0132530120481928,0.0927710843373494,30395,16223,0.0650602409638554,0.375903614457831,0.00963855421686747,107.827514648438,238.218536376953,22.2393744740764,10.7115664001537,0,10222352,2.750405637820584e-9,0,NA,269999.369929433,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.87591919486741,1,0,0.032904148783977114,0.3547925608011445,71944,0.6406593406593407,0.23186813186813188,0.8725274725274725,1202,34.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
94367,0.03999999910593,0,0.140000000596046,0.079999998211861,0.430000007152557,0.270000010728836,0,0.03999999910593,6.08352736265127,63.6644915035991,0,-72.3195171796291,41.2840868964719,1,0.03999999910593,63.6644915035991,0,0,9,1,0,0,0.00555616357028287,0.999999999999998,20,0.501199633699634,0.98742673992674,0.0057051282051282,0.00320512820512821,0.369377289377289,49697,25960,0.0114468864468864,0.552142857142857,0.0132783882783883,44.636890411377,22.3184452056885,22.2393744730013,1.00355543870099,0.0697871955373905,10222352,0.008633478814036191,0,NA,269999.306920767,798.137904673349,4,0.00295607390172882,0.0599536353800727,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3236196778272,0.9917395529640428,0,0.007774538386783284,0.5038872691933917,122010.5,0.517467248908297,0.16666666666666666,0.6841339155749636,1691.5,36.349999999999994,0.0727272727272727,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
95093,0.259999990463257,0,0,0,0.670000016689301,0,0,0.070000000298023,7.03393125534058,47.5340042114258,0,-72.382653700954,41.262819676088,1,0.259999990463257,47.5340042114258,0,0,9,1,0,0,0.00214856846485859,0.999999999999998,14,0.52952380952381,0.996190476190476,0.0019047619047619,0.0152380952380952,0.215238095238095,40583,30716,0.0742857142857143,0.460952380952381,0,355.459518432617,355.459518432617,22.2393744732811,15.9833415665389,0.817018726382271,10222352,7.710535807874897e-13,0,NA,270000.129916906,3180.78370395742,31,0.0117806747164763,0.464639257909278,254666.666666667,2778835.97883598,11.9005590578204,14.0260720463432,0.13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8544556404079096,1,0,0,0.50635103926097,153486,0.516793893129771,0.03206106870229008,0.5488549618320611,1904,33.8,0.818181818181818,0.3819488119031759,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
99344,0.009999999776483,0,0,0,0.839999973773956,0.019999999552965,0,0.129999995231628,0.063058435916901,20.7611961364746,0,-73.1154554394442,41.150210648054,1,0.009999999776483,20.7611961364746,0,0,9,1,0,0,0.017640761674595,0.999999999999998,61,0.488395560040363,0.985872855701312,0.012108980827447,0.0181634712411705,0.201816347124117,45703,20104,0,0.536831483350151,0,1239.25024414062,1250.47875785828,22.2393744725447,56.2281443393131,0,16674446,3.409064015395365e-18,0,NA,179999.991469741,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67484071165124,0.9724055188962207,0,0.007198560287942412,0.49610077984403117,130625,0.8203017832647462,0.08641975308641975,0.906721536351166,NA,NA,0.1875,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
E01,0.0299999993294477,0,0.00999999977648258,0.0399999991059303,0.170000001788139,0.620000004768372,0,0.129999995231628,0,31.8240734552235,1,-71.9468441775225,41.337631459911,1,0.0299999993294477,31.8240734552235,0,0,9,1,0,0,0.00800849842652668,1,162,0.50828729281768,0.98158379373849,0.00644567219152855,0.00828729281767956,0.224677716390424,38802,22326,0.0147329650092081,0.533149171270718,0.0267034990791897,33.2025108337402,33.2025108337402,94.361563686109207,0.351864779860869,0,5169222,0.009890897190357247,0,NA,1145608.01056601,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0207510194542,0.8901482127288579,0.004359197907585004,0.06974716652136007,0.5693112467306015,124125,0.6073781291172595,0.04216073781291173,0.6495388669301713,2727,45,0.114285714285714,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
E02,0,0,0,0,0.319999992847443,0.28999999165535,0,0.389999985694885,5.15196913305582,155.960224351267,1,-72.1197565982581,41.301507178924,1,0,155.960224351267,1.5643446137048e-4,0,9,1,0,0,0.00604924262460356,1,163,0.543988562761595,0.982948764453264,0.00805449821726677,0.00820947815964184,0.124111381548252,38987.8171989665,20804.3447344818,0.0221543614823206,0.600780449590501,0.0111406337764573,109.234897613525,54.6174488067627,212.540133830991,0.256974754942959,0.17565385134873,178778,0.011349787978868556,0,NA,2580368.9891126,0,0,0,0,NA,NA,NA,NA,NA,0,289,652110,514570,137540,3113,19,1,2.13526315789474,1,1860,NA,NA,2,8,3,0.947368421052632,1,5892,1,54.6122760100714,0.9141255387238049,0.07464565920588263,0.036277740383463986,0.3691346157127239,114237.74704333908,0.7552188582568062,0.16274751910182106,0.9179663773586273,1719.9514915940733,45.71131136530172,0.0131147540983607,0,11940.721897028065,9422.240521620173,2518.4813754078914,10.080857027819885,9.843975369970913,8.524558590020387,57.00183598694755,0.34790712616511515,1,0.017275135000799368
E03,0.0249999994412064,0,0,0,0.294999993871897,0.0774999978020788,0,0.602500006556511,3.33372999087159,104.154888557901,1,-72.1520641297631,41.3131915334049,4,0.0599999986588955,23.9930015796574,0,0,9,1,0,0,0.164290258540092,1,164,0.50642523364486,0.966705607476635,0.0151869158878505,0.0157710280373832,0.168808411214953,50951,21295,0.0303738317757009,0.514018691588785,0.0286214953271028,443.764472961426,69.7494277954102,93.1362222442306,0.74889689655338,0,178778,0.012753623026806408,0,NA,1130731.21811095,0,0,0,0,NA,NA,NA,NA,NA,0,290,362160,362160,0,0,1,0,14.5,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,8.40913405338807,0.8929992006479939,0.041421885209577916,0.05222501857265836,0.33062774909654574,74991.03517809039,0.7244525469261083,0.1294808312100026,0.8539333781361108,1677.6764046666658,40.87412650094983,0,0,43067.45471064103,43067.45471064103,0,11.363670060424548,11.363670060424548,0,0,0.11891830878794189,1,0.01577498823692228
E03B,0.310000002384186,0,0.0799999982118607,0,0.159999996423721,0.400000005960464,0,0.0500000007450581,0,203.815841674805,1,-72.3502301350374,41.2705298400415,1,0.310000002384186,203.815841674805,0,0,9,1,0,0,1.15426049489195e-4,1,165,0.51541095890411,0.98972602739726,0.00342465753424658,0.00342465753424658,0.248287671232877,45625,26412,0.13527397260274,0.51027397260274,0,12.3017616271973,12.3017616271973,267.301179445805,0.0460221000621937,0.0203111097168944,10222352,0.0020505919009982084,0,NA,3245202.12794436,4070.5884359167,18,0.00125434049265066,0.0224465155414347,1845000,3840652.17391304,13.8084610957745,14.196725490524,0.73,2,292,34500200,22690600,11809600,628168,17,7,1.22294117647059,1,1967.53333333333,NA,NA,2.13333333333333,7.78571428571429,3.93333333333333,0.176470588235294,0.705882352941177,5339.78571428571,1,75.2888732033636,1,0,0,0.50635103926097,153486,0.516793893129771,0.03206106870229008,0.5488549618320611,1904,33.8,0.1275,0.02656435028052257,458237.6987740424,301380.52323761274,156857.17553642968,13.728290501983617,13.309276122672472,12.656238140904279,8343.437393507651,0.22579697738444185,1,0.0010863355050182097
